divergenceBps,closesGap,sizeBps,score,trust,fee
40,1,100000,1,0,23002
40,1,100000,1,1,3002
40,1,100000,1,5000,1752
40,1,100000,1,9999,503
40,1,100000,1,10000,502
40,1,100000,2499,0,29997
40,1,100000,2499,1,9997
40,1,100000,2499,5000,8747
40,1,100000,2499,9999,7498
40,1,100000,2499,10000,7497
40,1,100000,7500,0,60000
40,1,100000,7500,1,40000
40,1,100000,7500,5000,38750
40,1,100000,7500,9999,37501
40,1,100000,7500,10000,37500
40,1,100000,10000,0,100000
40,1,100000,10000,1,100000
40,1,100000,10000,5000,98750
40,1,100000,10000,9999,97501
40,1,100000,10000,10000,97500
41,0,0,0,0,3000
41,0,0,0,1,3000
41,0,0,0,5000,1750
41,0,0,0,9999,501
41,0,0,0,10000,500
41,0,0,1,0,3002
41,0,0,1,1,3002
41,0,0,1,5000,1752
41,0,0,1,9999,503
41,0,0,1,10000,502
41,0,0,2499,0,9997
41,0,0,2499,1,9997
41,0,0,2499,5000,8747
41,0,0,2499,9999,7498
41,0,0,2499,10000,7497
41,0,0,7500,0,40000
41,0,0,7500,1,40000
41,0,0,7500,5000,38750
41,0,0,7500,9999,37501
41,0,0,7500,10000,37500
41,0,0,10000,0,100000
41,0,0,10000,1,100000
41,0,0,10000,5000,98750
41,0,0,10000,9999,97501
41,0,0,10000,10000,97500
41,0,50,0,0,3000
41,0,50,0,1,3000
41,0,50,0,5000,1750
41,0,50,0,9999,501
41,0,50,0,10000,500
41,0,50,1,0,3002
41,0,50,1,1,3002
41,0,50,1,5000,1752
41,0,50,1,9999,503
41,0,50,1,10000,502
41,0,50,2499,0,9997
41,0,50,2499,1,9997
41,0,50,2499,5000,8747
41,0,50,2499,9999,7498
41,0,50,2499,10000,7497
41,0,50,7500,0,40000
41,0,50,7500,1,40000
41,0,50,7500,5000,38750
41,0,50,7500,9999,37501
41,0,50,7500,10000,37500
41,0,50,10000,0,100000
41,0,50,10000,1,100000
41,0,50,10000,5000,98750
41,0,50,10000,9999,97501
41,0,50,10000,10000,97500
41,0,51,0,0,3040
41,0,51,0,1,3000
41,0,51,0,5000,1750
41,0,51,0,9999,501
41,0,51,0,10000,500
41,0,51,1,0,3042
41,0,51,1,1,3002
41,0,51,1,5000,1752
41,0,51,1,9999,503
41,0,51,1,10000,502
41,0,51,2499,0,10037
41,0,51,2499,1,9997
41,0,51,2499,5000,8747
41,0,51,2499,9999,7498
41,0,51,2499,10000,7497
41,0,51,7500,0,40040
41,0,51,7500,1,40000
41,0,51,7500,5000,38750
41,0,51,7500,9999,37501
41,0,51,7500,10000,37500
41,0,51,10000,0,100000
41,0,51,10000,1,100000
41,0,51,10000,5000,98750
41,0,51,10000,9999,97501
41,0,51,10000,10000,97500
41,0,500,0,0,21000
41,0,500,0,1,3000
41,0,500,0,5000,1750
41,0,500,0,9999,501
41,0,500,0,10000,500
41,0,500,1,0,21002
41,0,500,1,1,3002
41,0,500,1,5000,1752
41,0,500,1,9999,503
41,0,500,1,10000,502
41,0,500,2499,0,27997
41,0,500,2499,1,9997
41,0,500,2499,5000,8747
41,0,500,2499,9999,7498
41,0,500,2499,10000,7497
41,0,500,7500,0,58000
41,0,500,7500,1,40000
41,0,500,7500,5000,38750
41,0,500,7500,9999,37501
41,0,500,7500,10000,37500
41,0,500,10000,0,100000
41,0,500,10000,1,100000
41,0,500,10000,5000,98750
41,0,500,10000,9999,97501
41,0,500,10000,10000,97500
41,0,100000,0,0,23000
41,0,100000,0,1,3000
41,0,100000,0,5000,1750
41,0,100000,0,9999,501
41,0,100000,0,10000,500
41,0,100000,1,0,23002
41,0,100000,1,1,3002
41,0,100000,1,5000,1752
41,0,100000,1,9999,503
41,0,100000,1,10000,502
41,0,100000,2499,0,29997
41,0,100000,2499,1,9997
41,0,100000,2499,5000,8747
41,0,100000,2499,9999,7498
41,0,100000,2499,10000,7497
41,0,100000,7500,0,60000
41,0,100000,7500,1,40000
41,0,100000,7500,5000,38750
41,0,100000,7500,9999,37501
41,0,100000,7500,10000,37500
41,0,100000,10000,0,100000
41,0,100000,10000,1,100000
41,0,100000,10000,5000,98750
41,0,100000,10000,9999,97501
41,0,100000,10000,10000,97500
41,1,0,0,0,3060
41,1,0,0,1,3060
41,1,0,0,5000,1810
41,1,0,0,9999,561
41,1,0,0,10000,560
41,1,0,1,0,3062
41,1,0,1,1,3062
41,1,0,1,5000,1812
41,1,0,1,9999,563
41,1,0,1,10000,562
41,1,0,2499,0,10057
41,1,0,2499,1,10057
41,1,0,2499,5000,8807
41,1,0,2499,9999,7558
41,1,0,2499,10000,7557
41,1,0,7500,0,40060
41,1,0,7500,1,40060
41,1,0,7500,5000,38810
41,1,0,7500,9999,37561
41,1,0,7500,10000,37560
41,1,0,10000,0,100000
41,1,0,10000,1,100000
41,1,0,10000,5000,98810
41,1,0,10000,9999,97561
41,1,0,10000,10000,97560
41,1,50,0,0,3060
41,1,50,0,1,3060
41,1,50,0,5000,1810
41,1,50,0,9999,561
41,1,50,0,10000,560
41,1,50,1,0,3062
41,1,50,1,1,3062
41,1,50,1,5000,1812
41,1,50,1,9999,563
41,1,50,1,10000,562
41,1,50,2499,0,10057
41,1,50,2499,1,10057
41,1,50,2499,5000,8807
41,1,50,2499,9999,7558
41,1,50,2499,10000,7557
41,1,50,7500,0,40060
41,1,50,7500,1,40060
41,1,50,7500,5000,38810
41,1,50,7500,9999,37561
41,1,50,7500,10000,37560
41,1,50,10000,0,100000
41,1,50,10000,1,100000
41,1,50,10000,5000,98810
41,1,50,10000,9999,97561
41,1,50,10000,10000,97560
41,1,51,0,0,3100
41,1,51,0,1,3060
41,1,51,0,5000,1810
41,1,51,0,9999,561
41,1,51,0,10000,560
41,1,51,1,0,3102
41,1,51,1,1,3062
41,1,51,1,5000,1812
41,1,51,1,9999,563
41,1,51,1,10000,562
41,1,51,2499,0,10097
41,1,51,2499,1,10057
41,1,51,2499,5000,8807
41,1,51,2499,9999,7558
41,1,51,2499,10000,7557
41,1,51,7500,0,40100
41,1,51,7500,1,40060
41,1,51,7500,5000,38810
41,1,51,7500,9999,37561
41,1,51,7500,10000,37560
41,1,51,10000,0,100000
41,1,51,10000,1,100000
41,1,51,10000,5000,98810
41,1,51,10000,9999,97561
41,1,51,10000,10000,97560
41,1,500,0,0,21060
41,1,500,0,1,3060
41,1,500,0,5000,1810
41,1,500,0,9999,561
41,1,500,0,10000,560
41,1,500,1,0,21062
41,1,500,1,1,3062
41,1,500,1,5000,1812
41,1,500,1,9999,563
41,1,500,1,10000,562
41,1,500,2499,0,28057
41,1,500,2499,1,10057
41,1,500,2499,5000,8807
41,1,500,2499,9999,7558
41,1,500,2499,10000,7557
41,1,500,7500,0,58060
41,1,500,7500,1,40060
41,1,500,7500,5000,38810
41,1,500,7500,9999,37561
41,1,500,7500,10000,37560
41,1,500,10000,0,100000
41,1,500,10000,1,100000
41,1,500,10000,5000,98810
41,1,500,10000,9999,97561
41,1,500,10000,10000,97560
41,1,100000,0,0,23060
41,1,100000,0,1,3060
41,1,100000,0,5000,1810
41,1,100000,0,9999,561
41,1,100000,0,10000,560
41,1,100000,1,0,23062
41,1,100000,1,1,3062
41,1,100000,1,5000,1812
41,1,100000,1,9999,563
41,1,100000,1,10000,562
41,1,100000,2499,0,30057
41,1,100000,2499,1,10057
41,1,100000,2499,5000,8807
41,1,100000,2499,9999,7558
41,1,100000,2499,10000,7557
41,1,100000,7500,0,60060
41,1,100000,7500,1,40060
41,1,100000,7500,5000,38810
41,1,100000,7500,9999,37561
41,1,100000,7500,10000,37560
41,1,100000,10000,0,100000
41,1,100000,10000,1,100000
41,1,100000,10000,5000,98810
41,1,100000,10000,9999,97561
41,1,100000,10000,10000,97560
50,0,0,0,0,3000
50,0,0,0,1,3000
50,0,0,0,5000,1750
50,0,0,0,9999,501
50,0,0,0,10000,500
50,0,0,1,0,3002
50,0,0,1,1,3002
50,0,0,1,5000,1752
50,0,0,1,9999,503
50,0,0,1,10000,502
50,0,0,2499,0,9997
50,0,0,2499,1,9997
50,0,0,2499,5000,8747
50,0,0,2499,9999,7498
50,0,0,2499,10000,7497
50,0,0,7500,0,40000
50,0,0,7500,1,40000
50,0,0,7500,5000,38750
50,0,0,7500,9999,37501
50,0,0,7500,10000,37500
50,0,0,10000,0,100000
50,0,0,10000,1,100000
50,0,0,10000,5000,98750
50,0,0,10000,9999,97501
50,0,0,10000,10000,97500
50,0,50,0,0,3000
50,0,50,0,1,3000
50,0,50,0,5000,1750
50,0,50,0,9999,501
50,0,50,0,10000,500
50,0,50,1,0,3002
50,0,50,1,1,3002
50,0,50,1,5000,1752
50,0,50,1,9999,503
50,0,50,1,10000,502
50,0,50,2499,0,9997
50,0,50,2499,1,9997
50,0,50,2499,5000,8747
50,0,50,2499,9999,7498
50,0,50,2499,10000,7497
50,0,50,7500,0,40000
50,0,50,7500,1,40000
50,0,50,7500,5000,38750
50,0,50,7500,9999,37501
50,0,50,7500,10000,37500
50,0,50,10000,0,100000
50,0,50,10000,1,100000
50,0,50,10000,5000,98750
50,0,50,10000,9999,97501
50,0,50,10000,10000,97500
50,0,51,0,0,3040
50,0,51,0,1,3000
50,0,51,0,5000,1750
50,0,51,0,9999,501
50,0,51,0,10000,500
50,0,51,1,0,3042
50,0,51,1,1,3002
50,0,51,1,5000,1752
50,0,51,1,9999,503
50,0,51,1,10000,502
50,0,51,2499,0,10037
50,0,51,2499,1,9997
50,0,51,2499,5000,8747
50,0,51,2499,9999,7498
50,0,51,2499,10000,7497
50,0,51,7500,0,40040
50,0,51,7500,1,40000
50,0,51,7500,5000,38750
50,0,51,7500,9999,37501
50,0,51,7500,10000,37500
50,0,51,10000,0,100000
50,0,51,10000,1,100000
50,0,51,10000,5000,98750
50,0,51,10000,9999,97501
50,0,51,10000,10000,97500
50,0,500,0,0,21000
50,0,500,0,1,3000
50,0,500,0,5000,1750
50,0,500,0,9999,501
50,0,500,0,10000,500
50,0,500,1,0,21002
50,0,500,1,1,3002
50,0,500,1,5000,1752
50,0,500,1,9999,503
50,0,500,1,10000,502
50,0,500,2499,0,27997
50,0,500,2499,1,9997
50,0,500,2499,5000,8747
50,0,500,2499,9999,7498
50,0,500,2499,10000,7497
50,0,500,7500,0,58000
50,0,500,7500,1,40000
50,0,500,7500,5000,38750
50,0,500,7500,9999,37501
50,0,500,7500,10000,37500
50,0,500,10000,0,100000
50,0,500,10000,1,100000
50,0,500,10000,5000,98750
50,0,500,10000,9999,97501
50,0,500,10000,10000,97500
50,0,100000,0,0,23000
50,0,100000,0,1,3000
50,0,100000,0,5000,1750
50,0,100000,0,9999,501
50,0,100000,0,10000,500
50,0,100000,1,0,23002
50,0,100000,1,1,3002
50,0,100000,1,5000,1752
50,0,100000,1,9999,503
50,0,100000,1,10000,502
50,0,100000,2499,0,29997
50,0,100000,2499,1,9997
50,0,100000,2499,5000,8747
50,0,100000,2499,9999,7498
50,0,100000,2499,10000,7497
50,0,100000,7500,0,60000
50,0,100000,7500,1,40000
50,0,100000,7500,5000,38750
50,0,100000,7500,9999,37501
50,0,100000,7500,10000,37500
50,0,100000,10000,0,100000
50,0,100000,10000,1,100000
50,0,100000,10000,5000,98750
50,0,100000,10000,9999,97501
50,0,100000,10000,10000,97500
50,1,0,0,0,3600
50,1,0,0,1,3600
50,1,0,0,5000,2350
50,1,0,0,9999,1101
50,1,0,0,10000,1100
50,1,0,1,0,3602
50,1,0,1,1,3602
50,1,0,1,5000,2352
50,1,0,1,9999,1103
50,1,0,1,10000,1102
50,1,0,2499,0,10597
50,1,0,2499,1,10597
50,1,0,2499,5000,9347
50,1,0,2499,9999,8098
50,1,0,2499,10000,8097
50,1,0,7500,0,40600
50,1,0,7500,1,40600
50,1,0,7500,5000,39350
50,1,0,7500,9999,38101
50,1,0,7500,10000,38100
50,1,0,10000,0,100000
50,1,0,10000,1,100000
50,1,0,10000,5000,99350
50,1,0,10000,9999,98101
50,1,0,10000,10000,98100
50,1,50,0,0,3600
50,1,50,0,1,3600
50,1,50,0,5000,2350
50,1,50,0,9999,1101
50,1,50,0,10000,1100
50,1,50,1,0,3602
50,1,50,1,1,3602
50,1,50,1,5000,2352
50,1,50,1,9999,1103
50,1,50,1,10000,1102
50,1,50,2499,0,10597
50,1,50,2499,1,10597
50,1,50,2499,5000,9347
50,1,50,2499,9999,8098
50,1,50,2499,10000,8097
50,1,50,7500,0,40600
50,1,50,7500,1,40600
50,1,50,7500,5000,39350
50,1,50,7500,9999,38101
50,1,50,7500,10000,38100
50,1,50,10000,0,100000
50,1,50,10000,1,100000
50,1,50,10000,5000,99350
50,1,50,10000,9999,98101
50,1,50,10000,10000,98100
50,1,51,0,0,3640
50,1,51,0,1,3600
50,1,51,0,5000,2350
50,1,51,0,9999,1101
50,1,51,0,10000,1100
50,1,51,1,0,3642
50,1,51,1,1,3602
50,1,51,1,5000,2352
50,1,51,1,9999,1103
50,1,51,1,10000,1102
50,1,51,2499,0,10637
50,1,51,2499,1,10597
50,1,51,2499,5000,9347
50,1,51,2499,9999,8098
50,1,51,2499,10000,8097
50,1,51,7500,0,40640
50,1,51,7500,1,40600
50,1,51,7500,5000,39350
50,1,51,7500,9999,38101
50,1,51,7500,10000,38100
50,1,51,10000,0,100000
50,1,51,10000,1,100000
50,1,51,10000,5000,99350
50,1,51,10000,9999,98101
50,1,51,10000,10000,98100
50,1,500,0,0,21600
50,1,500,0,1,3600
50,1,500,0,5000,2350
50,1,500,0,9999,1101
50,1,500,0,10000,1100
50,1,500,1,0,21602
50,1,500,1,1,3602
50,1,500,1,5000,2352
50,1,500,1,9999,1103
50,1,500,1,10000,1102
50,1,500,2499,0,28597
50,1,500,2499,1,10597
50,1,500,2499,5000,9347
50,1,500,2499,9999,8098
50,1,500,2499,10000,8097
50,1,500,7500,0,58600
50,1,500,7500,1,40600
50,1,500,7500,5000,39350
50,1,500,7500,9999,38101
50,1,500,7500,10000,38100
50,1,500,10000,0,100000
50,1,500,10000,1,100000
50,1,500,10000,5000,99350
50,1,500,10000,9999,98101
50,1,500,10000,10000,98100
50,1,100000,0,0,23600
50,1,100000,0,1,3600
50,1,100000,0,5000,2350
50,1,100000,0,9999,1101
50,1,100000,0,10000,1100
50,1,100000,1,0,23602
50,1,100000,1,1,3602
50,1,100000,1,5000,2352
50,1,100000,1,9999,1103
50,1,100000,1,10000,1102
50,1,100000,2499,0,30597
50,1,100000,2499,1,10597
50,1,100000,2499,5000,9347
50,1,100000,2499,9999,8098
50,1,100000,2499,10000,8097
50,1,100000,7500,0,60600
50,1,100000,7500,1,40600
50,1,100000,7500,5000,39350
50,1,100000,7500,9999,38101
50,1,100000,7500,10000,38100
50,1,100000,10000,0,100000
50,1,100000,10000,1,100000
50,1,100000,10000,5000,99350
50,1,100000,10000,9999,98101
50,1,100000,10000,10000,98100
101,0,0,0,0,3000
101,0,0,0,1,3000
101,0,0,0,5000,1750
101,0,0,0,9999,501
101,0,0,0,10000,500
101,0,0,1,0,3002
101,0,0,1,1,3002
101,0,0,1,5000,1752
101,0,0,1,9999,503
101,0,0,1,10000,502
101,0,0,2499,0,9997
101,0,0,2499,1,9997
101,0,0,2499,5000,8747
101,0,0,2499,9999,7498
101,0,0,2499,10000,7497
101,0,0,7500,0,40000
101,0,0,7500,1,40000
101,0,0,7500,5000,38750
101,0,0,7500,9999,37501
101,0,0,7500,10000,37500
101,0,0,10000,0,100000
101,0,0,10000,1,100000
101,0,0,10000,5000,98750
101,0,0,10000,9999,97501
101,0,0,10000,10000,97500
101,0,50,0,0,3000
101,0,50,0,1,3000
101,0,50,0,5000,1750
101,0,50,0,9999,501
101,0,50,0,10000,500
101,0,50,1,0,3002
101,0,50,1,1,3002
101,0,50,1,5000,1752
101,0,50,1,9999,503
101,0,50,1,10000,502
101,0,50,2499,0,9997
101,0,50,2499,1,9997
101,0,50,2499,5000,8747
101,0,50,2499,9999,7498
101,0,50,2499,10000,7497
101,0,50,7500,0,40000
101,0,50,7500,1,40000
101,0,50,7500,5000,38750
101,0,50,7500,9999,37501
101,0,50,7500,10000,37500
101,0,50,10000,0,100000
101,0,50,10000,1,100000
101,0,50,10000,5000,98750
101,0,50,10000,9999,97501
101,0,50,10000,10000,97500
101,0,51,0,0,3040
101,0,51,0,1,3000
101,0,51,0,5000,1750
101,0,51,0,9999,501
101,0,51,0,10000,500
101,0,51,1,0,3042
101,0,51,1,1,3002
101,0,51,1,5000,1752
101,0,51,1,9999,503
101,0,51,1,10000,502
101,0,51,2499,0,10037
101,0,51,2499,1,9997
101,0,51,2499,5000,8747
101,0,51,2499,9999,7498
101,0,51,2499,10000,7497
101,0,51,7500,0,40040
101,0,51,7500,1,40000
101,0,51,7500,5000,38750
101,0,51,7500,9999,37501
101,0,51,7500,10000,37500
101,0,51,10000,0,100000
101,0,51,10000,1,100000
101,0,51,10000,5000,98750
101,0,51,10000,9999,97501
101,0,51,10000,10000,97500
101,0,500,0,0,21000
101,0,500,0,1,3000
101,0,500,0,5000,1750
101,0,500,0,9999,501
101,0,500,0,10000,500
101,0,500,1,0,21002
101,0,500,1,1,3002
101,0,500,1,5000,1752
101,0,500,1,9999,503
101,0,500,1,10000,502
101,0,500,2499,0,27997
101,0,500,2499,1,9997
101,0,500,2499,5000,8747
101,0,500,2499,9999,7498
101,0,500,2499,10000,7497
101,0,500,7500,0,58000
101,0,500,7500,1,40000
101,0,500,7500,5000,38750
101,0,500,7500,9999,37501
101,0,500,7500,10000,37500
101,0,500,10000,0,100000
101,0,500,10000,1,100000
101,0,500,10000,5000,98750
101,0,500,10000,9999,97501
101,0,500,10000,10000,97500
101,0,100000,0,0,23000
101,0,100000,0,1,3000
101,0,100000,0,5000,1750
101,0,100000,0,9999,501
101,0,100000,0,10000,500
101,0,100000,1,0,23002
101,0,100000,1,1,3002
101,0,100000,1,5000,1752
101,0,100000,1,9999,503
101,0,100000,1,10000,502
101,0,100000,2499,0,29997
101,0,100000,2499,1,9997
101,0,100000,2499,5000,8747
101,0,100000,2499,9999,7498
101,0,100000,2499,10000,7497
101,0,100000,7500,0,60000
101,0,100000,7500,1,40000
101,0,100000,7500,5000,38750
101,0,100000,7500,9999,37501
101,0,100000,7500,10000,37500
101,0,100000,10000,0,100000
101,0,100000,10000,1,100000
101,0,100000,10000,5000,98750
101,0,100000,10000,9999,97501
101,0,100000,10000,10000,97500
101,1,0,0,0,6660
101,1,0,0,1,6660
101,1,0,0,5000,5410
101,1,0,0,9999,4161
101,1,0,0,10000,4160
101,1,0,1,0,6662
101,1,0,1,1,6662
101,1,0,1,5000,5412
101,1,0,1,9999,4163
101,1,0,1,10000,4162
101,1,0,2499,0,13657
101,1,0,2499,1,13657
101,1,0,2499,5000,12407
101,1,0,2499,9999,11158
101,1,0,2499,10000,11157
101,1,0,7500,0,43660
101,1,0,7500,1,43660
101,1,0,7500,5000,42410
101,1,0,7500,9999,41161
101,1,0,7500,10000,41160
101,1,0,10000,0,100000
101,1,0,10000,1,100000
101,1,0,10000,5000,100000
101,1,0,10000,9999,100000
101,1,0,10000,10000,100000
101,1,50,0,0,6660
101,1,50,0,1,6660
101,1,50,0,5000,5410
101,1,50,0,9999,4161
101,1,50,0,10000,4160
101,1,50,1,0,6662
101,1,50,1,1,6662
101,1,50,1,5000,5412
101,1,50,1,9999,4163
101,1,50,1,10000,4162
101,1,50,2499,0,13657
101,1,50,2499,1,13657
101,1,50,2499,5000,12407
101,1,50,2499,9999,11158
101,1,50,2499,10000,11157
101,1,50,7500,0,43660
101,1,50,7500,1,43660
101,1,50,7500,5000,42410
101,1,50,7500,9999,41161
101,1,50,7500,10000,41160
101,1,50,10000,0,100000
101,1,50,10000,1,100000
101,1,50,10000,5000,100000
101,1,50,10000,9999,100000
101,1,50,10000,10000,100000
101,1,51,0,0,6700
101,1,51,0,1,6660
101,1,51,0,5000,5410
101,1,51,0,9999,4161
101,1,51,0,10000,4160
101,1,51,1,0,6702
101,1,51,1,1,6662
101,1,51,1,5000,5412
101,1,51,1,9999,4163
101,1,51,1,10000,4162
101,1,51,2499,0,13697
101,1,51,2499,1,13657
101,1,51,2499,5000,12407
101,1,51,2499,9999,11158
101,1,51,2499,10000,11157
101,1,51,7500,0,43700
101,1,51,7500,1,43660
101,1,51,7500,5000,42410
101,1,51,7500,9999,41161
101,1,51,7500,10000,41160
101,1,51,10000,0,100000
101,1,51,10000,1,100000
101,1,51,10000,5000,100000
101,1,51,10000,9999,100000
101,1,51,10000,10000,100000
101,1,500,0,0,24660
101,1,500,0,1,6660
101,1,500,0,5000,5410
101,1,500,0,9999,4161
101,1,500,0,10000,4160
101,1,500,1,0,24662
101,1,500,1,1,6662
101,1,500,1,5000,5412
101,1,500,1,9999,4163
101,1,500,1,10000,4162
101,1,500,2499,0,31657
101,1,500,2499,1,13657
101,1,500,2499,5000,12407
101,1,500,2499,9999,11158
101,1,500,2499,10000,11157
101,1,500,7500,0,61660
101,1,500,7500,1,43660
101,1,500,7500,5000,42410
101,1,500,7500,9999,41161
101,1,500,7500,10000,41160
101,1,500,10000,0,100000
101,1,500,10000,1,100000
101,1,500,10000,5000,100000
101,1,500,10000,9999,100000
101,1,500,10000,10000,100000
101,1,100000,0,0,26660
101,1,100000,0,1,6660
101,1,100000,0,5000,5410
101,1,100000,0,9999,4161
101,1,100000,0,10000,4160
101,1,100000,1,0,26662
101,1,100000,1,1,6662
101,1,100000,1,5000,5412
101,1,100000,1,9999,4163
101,1,100000,1,10000,4162
101,1,100000,2499,0,33657
101,1,100000,2499,1,13657
101,1,100000,2499,5000,12407
101,1,100000,2499,9999,11158
101,1,100000,2499,10000,11157
101,1,100000,7500,0,63660
101,1,100000,7500,1,43660
101,1,100000,7500,5000,42410
101,1,100000,7500,9999,41161
101,1,100000,7500,10000,41160
101,1,100000,10000,0,100000
101,1,100000,10000,1,100000
101,1,100000,10000,5000,100000
101,1,100000,10000,9999,100000
101,1,100000,10000,10000,100000
500,0,0,0,0,3000
500,0,0,0,1,3000
500,0,0,0,5000,1750
500,0,0,0,9999,501
500,0,0,0,10000,500
500,0,0,1,0,3002
500,0,0,1,1,3002
500,0,0,1,5000,1752
500,0,0,1,9999,503
500,0,0,1,10000,502
500,0,0,2499,0,9997
500,0,0,2499,1,9997
500,0,0,2499,5000,8747
500,0,0,2499,9999,7498
500,0,0,2499,10000,7497
500,0,0,7500,0,40000
500,0,0,7500,1,40000
500,0,0,7500,5000,38750
500,0,0,7500,9999,37501
500,0,0,7500,10000,37500
500,0,0,10000,0,100000
500,0,0,10000,1,100000
500,0,0,10000,5000,98750
500,0,0,10000,9999,97501
500,0,0,10000,10000,97500
500,0,50,0,0,3000
500,0,50,0,1,3000
500,0,50,0,5000,1750
500,0,50,0,9999,501
500,0,50,0,10000,500
500,0,50,1,0,3002
500,0,50,1,1,3002
500,0,50,1,5000,1752
500,0,50,1,9999,503
500,0,50,1,10000,502
500,0,50,2499,0,9997
500,0,50,2499,1,9997
500,0,50,2499,5000,8747
500,0,50,2499,9999,7498
500,0,50,2499,10000,7497
500,0,50,7500,0,40000
500,0,50,7500,1,40000
500,0,50,7500,5000,38750
500,0,50,7500,9999,37501
500,0,50,7500,10000,37500
500,0,50,10000,0,100000
500,0,50,10000,1,100000
500,0,50,10000,5000,98750
500,0,50,10000,9999,97501
500,0,50,10000,10000,97500
500,0,51,0,0,3040
500,0,51,0,1,3000
500,0,51,0,5000,1750
500,0,51,0,9999,501
500,0,51,0,10000,500
500,0,51,1,0,3042
500,0,51,1,1,3002
500,0,51,1,5000,1752
500,0,51,1,9999,503
500,0,51,1,10000,502
500,0,51,2499,0,10037
500,0,51,2499,1,9997
500,0,51,2499,5000,8747
500,0,51,2499,9999,7498
500,0,51,2499,10000,7497
500,0,51,7500,0,40040
500,0,51,7500,1,40000
500,0,51,7500,5000,38750
500,0,51,7500,9999,37501
500,0,51,7500,10000,37500
500,0,51,10000,0,100000
500,0,51,10000,1,100000
500,0,51,10000,5000,98750
500,0,51,10000,9999,97501
500,0,51,10000,10000,97500
500,0,500,0,0,21000
500,0,500,0,1,3000
500,0,500,0,5000,1750
500,0,500,0,9999,501
500,0,500,0,10000,500
500,0,500,1,0,21002
500,0,500,1,1,3002
500,0,500,1,5000,1752
500,0,500,1,9999,503
500,0,500,1,10000,502
500,0,500,2499,0,27997
500,0,500,2499,1,9997
500,0,500,2499,5000,8747
500,0,500,2499,9999,7498
500,0,500,2499,10000,7497
500,0,500,7500,0,58000
500,0,500,7500,1,40000
500,0,500,7500,5000,38750
500,0,500,7500,9999,37501
500,0,500,7500,10000,37500
500,0,500,10000,0,100000
500,0,500,10000,1,100000
500,0,500,10000,5000,98750
500,0,500,10000,9999,97501
500,0,500,10000,10000,97500
500,0,100000,0,0,23000
500,0,100000,0,1,3000
500,0,100000,0,5000,1750
500,0,100000,0,9999,501
500,0,100000,0,10000,500
500,0,100000,1,0,23002
500,0,100000,1,1,3002
500,0,100000,1,5000,1752
500,0,100000,1,9999,503
500,0,100000,1,10000,502
500,0,100000,2499,0,29997
500,0,100000,2499,1,9997
500,0,100000,2499,5000,8747
500,0,100000,2499,9999,7498
500,0,100000,2499,10000,7497
500,0,100000,7500,0,60000
500,0,100000,7500,1,40000
500,0,100000,7500,5000,38750
500,0,100000,7500,9999,37501
500,0,100000,7500,10000,37500
500,0,100000,10000,0,100000
500,0,100000,10000,1,100000
500,0,100000,10000,5000,98750
500,0,100000,10000,9999,97501
500,0,100000,10000,10000,97500
500,1,0,0,0,30600
500,1,0,0,1,30600
500,1,0,0,5000,29350
500,1,0,0,9999,28101
500,1,0,0,10000,28100
500,1,0,1,0,30602
500,1,0,1,1,30602
500,1,0,1,5000,29352
500,1,0,1,9999,28103
500,1,0,1,10000,28102
500,1,0,2499,0,37597
500,1,0,2499,1,37597
500,1,0,2499,5000,36347
500,1,0,2499,9999,35098
500,1,0,2499,10000,35097
500,1,0,7500,0,67600
500,1,0,7500,1,67600
500,1,0,7500,5000,66350
500,1,0,7500,9999,65101
500,1,0,7500,10000,65100
500,1,0,10000,0,100000
500,1,0,10000,1,100000
500,1,0,10000,5000,100000
500,1,0,10000,9999,100000
500,1,0,10000,10000,100000
500,1,50,0,0,30600
500,1,50,0,1,30600
500,1,50,0,5000,29350
500,1,50,0,9999,28101
500,1,50,0,10000,28100
500,1,50,1,0,30602
500,1,50,1,1,30602
500,1,50,1,5000,29352
500,1,50,1,9999,28103
500,1,50,1,10000,28102
500,1,50,2499,0,37597
500,1,50,2499,1,37597
500,1,50,2499,5000,36347
500,1,50,2499,9999,35098
500,1,50,2499,10000,35097
500,1,50,7500,0,67600
500,1,50,7500,1,67600
500,1,50,7500,5000,66350
500,1,50,7500,9999,65101
500,1,50,7500,10000,65100
500,1,50,10000,0,100000
500,1,50,10000,1,100000
500,1,50,10000,5000,100000
500,1,50,10000,9999,100000
500,1,50,10000,10000,100000
500,1,51,0,0,30640
500,1,51,0,1,30600
500,1,51,0,5000,29350
500,1,51,0,9999,28101
500,1,51,0,10000,28100
500,1,51,1,0,30642
500,1,51,1,1,30602
500,1,51,1,5000,29352
500,1,51,1,9999,28103
500,1,51,1,10000,28102
500,1,51,2499,0,37637
500,1,51,2499,1,37597
500,1,51,2499,5000,36347
500,1,51,2499,9999,35098
500,1,51,2499,10000,35097
500,1,51,7500,0,67640
500,1,51,7500,1,67600
500,1,51,7500,5000,66350
500,1,51,7500,9999,65101
500,1,51,7500,10000,65100
500,1,51,10000,0,100000
500,1,51,10000,1,100000
500,1,51,10000,5000,100000
500,1,51,10000,9999,100000
500,1,51,10000,10000,100000
500,1,500,0,0,48600
500,1,500,0,1,30600
500,1,500,0,5000,29350
500,1,500,0,9999,28101
500,1,500,0,10000,28100
500,1,500,1,0,48602
500,1,500,1,1,30602
